Title,Perusahaan,Kategori,Lokasi,Skills,Lat,Lon,Klasifikasi
Digital Marketing Sales,Prodema Investment Indonesia,Digital Marketing,Badung,"Digital Marketing, Digital Marketing Admin Ecommerce, Social Media Handler, Pembuatan Creative Konten untuk Soscial Media., Edit foto dan video",-8.6448725,115.1359046,NON-IPTEK
Staff Admin Sosial Media,PT.Samawa Khidmat Haromain,Admin Social Media,Magetan,"Google Ads Specialist, Sosial media marketing, Market",-7.6542489,111.3360565,NON-IPTEK
Marketing,DNA Tour - PT Darul Nur Amanah,Marketing Executive,Kuningan,"Marketing Strategy, Digital Marketing",-6.9869841,108.5538158,NON-IPTEK
Sales Marketing Executive,Sentosa Jakarta,Sales Marketing,Jakarta,Sales Marketing,-6.1754049,106.827168,NON-IPTEK
Admin Sosial Media,Danez Healthcare Indonesia,Admin Social Media,Bekasi,content social media,-6.2349858,106.9945444,NON-IPTEK
Marketing Executive,PT. Zhafirah Mitra Madina,Marketing Executive,Gresik,"marketing, Sales Marketing, Sales Marketing Strategy, Bancassurance Skills, Marketing Properti",-7.1566,112.6555,NON-IPTEK
Digital Campaign Staff,Rumah Yatim,Digital Communication,Yogyakarta,"gemar menulis, fotografi & videografi",-7.801349,110.3647351,NON-IPTEK
Sales Marketing,PT. Zhafirah Mitra Madina,Sales Marketing,Sampang,"marketing, Sales Marketing, Sales Marketing Strategy, Sales, Bank Reconciliation, Bancassurance Skills, Akuntansi Bank Syariah",-7.0578157,113.2540541,NON-IPTEK
Social Media Marketing,PT. KREASI UNIVERSAL,Social Media Marketing,Surabaya,"Social Campaign, Social Media Advertising, Brand Marketing Strategy, Branding activity, launching, exhibition, Social Media Strategic Marketing., Instagram Ads, endorse, paid promote, content, brand campaign management, Content Creation Social Media Strategy Memiliki pengalaman sebagai content creator dan fashion affiliate di platform media sosial, khususnya di TikTok. Terampil dalam merancang konsep konten yang menarik, memahami trend digital, serta mampu meningk, Brand Awareness and Marketing Knowledge, Dapat melakukan promosi pada sosial media Instgram, Twitter, Facebook, Tiktok",-7.2462836,112.7377674,NON-IPTEK
Operator Marketing Officer,Balimmo Development Group,Marketing Property,Badung,"Reservation and OTA., Digital marketing strategy - SEO dan SEM - Content marketing dan copywriting - Manajemen media sosial Instagram, Facebook - Email marketing tools - Google Analytics dan Meta Ads Manager - Pengelolaan OTA Online Travel Agent seperti Agoda, Booki",-8.6448725,115.1359046,NON-IPTEK
Sosial Media Digital Marketing Specialist,PT SHANKARA CABOT BAJRA DANAPATI,Social Media Specialist,Jakarta,"SEO, SEM,, Paid Ads, ROI Strategies",-6.1754049,106.827168,NON-IPTEK
Sales Manager,PT Bisnis Hub Asia,Sales Manager,Jakarta,"Layanan VIP dan Tamu Khusus, CRM Customer Relationship Management, Growth development",-6.1754049,106.827168,NON-IPTEK
Social Media Staff (Host Live),CV. The Good Food,Social Media Specialist,Jakarta,"Video Editing, Content creation, Live Host Tiktok",-6.1754049,106.827168,NON-IPTEK
Digital Marketing Specialist,Agro Berkah Harmoni,Digital Marketing,Magetan,"HTMLCSS, Facebook Ads., Google Analytic Office, Google Ads Specialist, Google analytic, Google Ads, Komunikasi dan interaksi, Mailchimp, Kreatif dalam buat perencanaan",-7.6542489,111.3360565,NON-IPTEK
Admin Sosial Media,Seasons Store PGMTA,Admin Social Media,Jakarta,"Editing, Canva, Capcut, Sosial Media, konten creator",-6.1754049,106.827168,NON-IPTEK
Digital Marketing,PT Jiwa Raga Sejahtera,Digital Marketing,Jakarta,Digital Marketing,-6.1754049,106.827168,NON-IPTEK
Creative Content Specialist,PT Jiwa Raga Sejahtera,Content Marketing,Jakarta,Content Creator,-6.1754049,106.827168,NON-IPTEK
Marketing,Columbus Cabang Daya,Marketing Executive,Makassar,"Negosiasi dan komunikasi, Penjualan atau marketing",-5.1342962,119.4124282,NON-IPTEK
Digital Marketing,Supply Chain Indonesia,Digital Marketing,Bandung,"Photography, Videography, Bahasa Inggris lisan dan tulisan, Graphic Design, Copywriting, Tools software desain grafis Canva, Adobe photoshop, Adobe Illustrator",-6.9218457,107.6070833,NON-IPTEK
Marketing Export Staff,PT. Equator JIngga,Marketing Executive,Jakarta,"Communication Skill, Email",-6.1754049,106.827168,NON-IPTEK
Marketing Staff,PT SIWA SEMESTA SEJAHTERA,Staff Marketing,Tangerang Selatan,"Digital Marketing, Data Analyst, Campaign Management, Komunikasi",-6.3227016,106.7085737,NON-IPTEK
Content Creator,Wonder learning center,Content Creator,Jakarta,"Kreatif., Konten Kreator",-6.1754049,106.827168,NON-IPTEK
Creative Digital Marketing Officer,EVERBEAU,Social Media Marketing,Jakarta,Graphic Design,-6.1754049,106.827168,NON-IPTEK
Social Media Officer,Beungharcom,Social Media Specialist,Bandung,"Time Management, English",-6.9218457,107.6070833,NON-IPTEK
Magang Sosial Media,PT CENTRUM BAZAAR NUSANTARA,Social Media Specialist,Remote,"content social media, Facebook, Instagram, TWITTER, Tiktok, YouTube",,,NON-IPTEK
Staff Marketing Support,PT. Subahtera Semesta Graphika,Marketing Support,Jakarta,"Microsoft Excel, Mengetik 10 jari, Mengerti proses desain, terbiasa menggunakan Accurate lebih disukai",-6.1754049,106.827168,NON-IPTEK
Head of Marketing,SKE CITY PARK,Head of Marketing,Yogyakarta,"marketing, Digital Marketing, Pemasaran dan Penjualan",-7.801349,110.3647351,NON-IPTEK
Marketing Staff,Mego Express,Staff Marketing,Surabaya,"Admin, Komunikasi Kemampuan komunikasi lisan dan tulisan, termasuk dalam Bahasa Inggris., Berhitung dan Analisis",-7.2462836,112.7377674,NON-IPTEK
Marketing Staff,MR Printing and Packaging,Staff Marketing,Jakarta,"marketing, Digital Marketing, Presentasi dan Komunikasi, Analisi Data, proble solving, Komunikasi",-6.1754049,106.827168,NON-IPTEK
Digital Marketing,PT Sun Auto Accesories,Digital Marketing,Bekasi,"Design Graphic, Digital Marketing, Digital marketing, Komunikasi",-6.2349858,106.9945444,NON-IPTEK
Digital Marketing,Himeya Rambas Agency,Digital Marketing,Jakarta,"marketing, SEO, SEM,, Digital Marketing",-6.1754049,106.827168,NON-IPTEK
Marketing Project,PT ZARAYA INTI PRATAMA,Project Marketing,Jakarta,"Negosiasi, Strategi pemasaran digital dan konvensional, Pengelolaan kampanye pemasaran, Riset pasar dan analisis kompetitor, Penggunaan software pemasaran dan project management tools contoh Trello, Asana, Google Analytics",-6.1754049,106.827168,NON-IPTEK
Sales Manager,Best Western Resort Kuta,Sales Manager,Badung,"Time Management, Teamwork, Sales Marketing, Sales Marketing Strategy, Team Management, Adaptability, Target Oriented, Market Analysis, Negotiate with client, Leader Ship, Client management, Analisa revenue, supaya target yang telah ditentukan dapat tercapai., Revenue Analyst",-8.6448725,115.1359046,NON-IPTEK
Content Creator,Tarian Mas,Content Creator,Bandung,"Canva, Capcut, Adobe, illustlator",-6.9218457,107.6070833,NON-IPTEK
Marketing Executive,PT Ramedihan Sukses Bersama,Marketing Executive,Jakarta,"Komunikasi dan interaksi, Media Social, Itinerary",-6.1754049,106.827168,NON-IPTEK
Online Marketing,FOSS GROUP,Digital Marketing,Tangerang,"Meta Ads, Digital Marketing Online Marketing",-6.1761924,106.6382161,NON-IPTEK
Head Marketing,PT Smile Lab Group Lamaison,Head of Marketing,Jakarta,"marketing, Digital Marketing",-6.1754049,106.827168,NON-IPTEK
Marketing Executive,PT. Remora Era Mandiri,Marketing Executive,Bekasi,"marketing commnications, mengusai excel dan words, system accurate anti bisa di ajarkan kedepanya",-6.2349858,106.9945444,NON-IPTEK
Marketing Officer,PT Bumi Sarana Harmoni,Marketing Officer,Semarang,"marketing, Communication, Sales Marketing, Guest Relation Experience.",-6.9903988,110.4229104,NON-IPTEK
Media Social Content Creator,Tarian Mas,Content Creator,Bandung,"Adobe Photoshop, Corel Draw, Content Creator, content social media",-6.9218457,107.6070833,NON-IPTEK
Head Marketing Fashion Retail,Tarian Mas,Head of Marketing,Bandung,"Digital Marketing, Komunikasi dan interaksi, Manage Event",-6.9218457,107.6070833,NON-IPTEK
Marketing Sales,CV Selera Orang Banyak,Sales Marketing,Tasikmalaya,"Sales Marketing, Sales Marketing Strategy, Market Analisis, Market Planning.",-7.3262484,108.2201154,NON-IPTEK
Content Creator,CROSSWELL AUDIO,Content Creator,Tangerang,"Content Creator, Edit Video",-6.1644013,106.4679311,NON-IPTEK
Social Media Specialist,PT SIWA SEMESTA SEJAHTERA,Social Media Specialist,Tangerang Selatan,"marketing, Social Media, Copy Writing",-6.3227016,106.7085737,NON-IPTEK
Digital Marketing,CV HAOTEX,Digital Marketing,Bandung,Digital Marketing,-6.9218457,107.6070833,NON-IPTEK
Sales,SKE CITY PARK,Sales Retail,Yogyakarta,"Penjualan dan pemasaran, Komunikasi dan negosiasi dengan baik., Database Management",-7.801349,110.3647351,NON-IPTEK
Marketing Public Relation,Al-Bahjah Cianjur,Marketing Communication,Cianjur,Komunikasi,-7.0539936,107.0692399,NON-IPTEK
Content Creator,Hareem By Ameera,Content Creator,Jakarta,"Content Creator, Membuat konten media sosial",-6.1754049,106.827168,NON-IPTEK
Tim Kreatif Konten,PT ZUHRA GLOBAL INDONESIA,Content Creator,Bekasi,Komputer,-6.2349858,106.9945444,NON-IPTEK
Marketing Communication,Pegasus RC & Hobby Shop,Marketing Communication,Jakarta,"marketing, Editing, Comunication Public Speaking",-6.1754049,106.827168,NON-IPTEK
Marketing,Travel King Malik,Marketing Executive,Cikarang,"marketing, Public Speaking., Kerja Dalam Tim",-6.2553138,107.1450733,NON-IPTEK
Digital Marketing,Bimbel RaKids Learning Center,Digital Marketing,Jakarta,"photoshop, Facebook Ads., Capcut, Graphic Design Photoshop CorelDraw Illustrator, Pemasaran Digital, Komunikasi Lisan dan Tertulis",-6.1754049,106.827168,NON-IPTEK
Content Creator,PT AgriFamili Sarana Exedis Indonesia,Content Creator,Bogor,"Editing, Conten Creator, Capcut Mengedit Video Untuk Reels Instagram maupun untuk Video Tiktok",-6.5963564,106.7973188,NON-IPTEK
Market Audit Verifikator,PT Motasa Indonesia,Market &amp; Customer Research,Surabaya,"Audit, Bisa memahami peta Google maps, Market",-7.2462836,112.7377674,NON-IPTEK
Staff Admin Social Media,PT Motasa Indonesia,Admin Social Media,Mojokerto,"Admin Media social, analisi trend media sosial",-7.5413377,112.5094975,NON-IPTEK
Staff Content Creator,PT Motasa Indonesia,Content Creator,Mojokerto,"Social Media, Content Creating, Adaptasi tren digital terbaru",-7.5413377,112.5094975,NON-IPTEK
Assistant Manager Produser Medsos,PT Motasa Indonesia,Content Manager,Mojokerto,"Manajemen waktu, Kepemimpinan dan Pengembangan Tim, Komunikatif Negosiatif",-7.5413377,112.5094975,NON-IPTEK
Marketing Officer,PT. Packindo Seal,Marketing Officer,Jakarta,"Kemampuan komunikasi dengan baik, berinteraksi di depan umum dan inisiatif.",-6.1754049,106.827168,NON-IPTEK
Brand Marketing Manager Fashion Batik,Tarian Mas,Brand Marketing,Bandung,"marketing, Digital Marketing, Sales Marketing Strategy",-6.9218457,107.6070833,NON-IPTEK
Marketing Manager,YAYASAN EL JOHN INDONESIA,Manager Marketing,Jakarta,marketing,-6.1754049,106.827168,NON-IPTEK
Digital Marketing (Content Creator),PT ZHULIAN AZANA NETWORK,Content Creator,Medan,"Video Editing, Grafis Adobe Photoshop, Photo Scape, Conten Creation",3.5894617,98.6741623,NON-IPTEK
Admin Sosial Media,Lafa Trade Indonesia,Admin Social Media,Jakarta,"Time Management, Teamwork, Analytical Skill, Social Media Management, Content creation, Basic Design, Copywriting â Menulis konten promosi, caption media sosial, dan deskripsi produk yang menarik dan persuasif., Customer Engagement",-6.1754049,106.827168,NON-IPTEK
Staff Marketing Kantor,CV HARIJAYA,Marketing Executive,Sidoarjo,"Mampu mengoperasikan aplikasi keuangan ACCURATED ada pelatihannya - Mampu mengoperasikan aplikasi whatapp, IG, Website secara cepat - Mampu bekerja secara Team",-7.4539769,112.6593869,NON-IPTEK
Digital Marketing Staff,PT. Surya Vita Kencana,Digital Marketing,Jakarta,Digital Marketing,-6.1754049,106.827168,NON-IPTEK
Social Media Specialist,Global Art Indonesia,Social Media Specialist,Tangerang,"Microsoft Excel, Canva, Capcut, Adobe Premiere, After Effect, Photoshop, Microsoft Word",-6.1761924,106.6382161,NON-IPTEK
Content Creator,The Ahad,Content Creator,Remote,"Canva, Capcut, Content creation, Storytelling",,,NON-IPTEK
Content Creator,Universitas Efarina,Content Creator,Pematang Siantar,"Video Editing, Conten Creator, Fotografi dan Videografi",2.9588631,99.0653646,NON-IPTEK
Content Creator,Kingkong Autocare,Content Creator,Bekasi,Konten Digital Kreatif,-6.2349858,106.9945444,NON-IPTEK
Marketing,Ajisaka Resto dan Pemancingan,Marketing Executive,Yogyakarta,"Selling, Marketing and Promotion",-7.801349,110.3647351,NON-IPTEK
Digital Marketing,BJF Homedecor,Digital Marketing,Sleman,Marketing online,-7.6894175,110.3812904,NON-IPTEK
Junior Content Creator,PT. Nurra Eye Center Kerinci,Content Creator,Cibinong,Foto dan Video Editing,-6.4806274,106.8337589,NON-IPTEK
Marketing Staff,PT Neo Starindo Plastik,Staff Marketing,Surabaya,Kemampuan interpersonal - kemampuan bekerja sama dalam tim dan terampil menangani klien dengan sikap profesional,-7.2462836,112.7377674,NON-IPTEK
Marketing Officer,Draw Trading Corp,Marketing Officer,Bandung,"Customer Service, Event-handling, Pemasaran dan Penjualan",-6.9218457,107.6070833,NON-IPTEK
KOL Specialist,PT LVI TECHNOLOGY NUSANTARA,KOL Specialist,Tangerang,"Negosiasi, Komunikasi dan interaksi, Komunikasi interpersonal yang baik Pemahaman tren terkini terkait KOL Pengetahuan pemasaran digital dan teknik analisis data Keterampilan negosiasi dan manajemen waktu yang baik",-6.1761924,106.6382161,NON-IPTEK
Product Manager,Company Confidential,Manajemen Pemasaran,Bandung,"Penjualan atau marketing, Koordinator Penjualan untuk Salah satu produk kosmetik Korea selama 5 tahun.",-6.9218457,107.6070833,NON-IPTEK
Sosial Media Specialist,PT. Indo SariJaya Lestari,Social Media Specialist,Tangerang Selatan,"Social Media, Adobe Premiere, Copy Writing",-6.3227016,106.7085737,NON-IPTEK
Staff Marketing,Dofla Land Property,Staff Marketing,Padang,"marketing, Komunikasi",-0.9247587,100.3632561,NON-IPTEK
Sales Marketing Executive,PENERBIT MEDIATAMA CABANG PALEMBANG,Sales Marketing,Palembang,"Negoisasi, Penjualan dan pemasaran",-2.9888243,104.7568507,NON-IPTEK
Internship Conten Creator,IGB Media,Content Creator,Surabaya,"Content writing, Content Creator",-7.2462836,112.7377674,NON-IPTEK
Social Media Specialist,PT. Loker Asli Indonesia,Social Media Specialist,Medan,"Social Media, Canva, Capcut, Copywriting, Social Media Analitic",3.5894617,98.6741623,NON-IPTEK
Content Creator,PT Wonderindo Pharmatama,Content Creator,Jakarta,Dapat membuat konten estetika untuk klinik kecantikan,-6.1754049,106.827168,NON-IPTEK
Digital Marketing Specialist ( E-commerce ),Sandangmas,Digital Marketing,Jakarta,"E-commerce, Google Ads Specialist",-6.1754049,106.827168,NON-IPTEK
Marketing Specialist,Bright Mandarin,Social Media Marketing,Jakarta,"Adobe, Sosial Media E-commerce, tiktok, instagram, dll, Sosial Media Creative, Sosial Media Admin, Sosial Media Facebook, Instagram, Twitter, Path, CANVA CAPCUT",-6.1754049,106.827168,NON-IPTEK
Project Manager Brand,PT LVI TECHNOLOGY NUSANTARA,Brand Marketing,Tangerang,"Lead a team work equally, Language Proficiency Fluent in both Bahasa Indonesia and English, with the ability to communicate effectively in both languages, both in written and spoken form.",-6.1761924,106.6382161,NON-IPTEK
Marketing Consultant Officer,Tamansari Skylounge Makassar,Marketing Consultan,Makassar,"Negosiasi dan Marketing, Komunikasi dan interaksi",-5.1342962,119.4124282,NON-IPTEK
Staf Marketing,PT Jingsheng International Biotechnology,Marketing Executive,Mojokerto,"Bahasa Mandarin Lisan Secara Aktif, Memiliki pengalaman bagian pemasaran. 2. Memiliki kemampuan komunikasi yang baik. 3. Menguasai bahasa inggris amp bahasa mandarin lisan merupakan nilai tambah. 4. Menguasai Microsoft Office",-7.5413377,112.5094975,NON-IPTEK
Content Creator Internship,PT. KREASI UNIVERSAL,Content Creator,Surabaya,"Editing Video dan Gambar, Video Audio Editing, Copywriting, Instagram, Content Creating Instagram, Tiktok, Capcut Mengedit Video Untuk Reels Instagram maupun untuk Video Tiktok, Talent Content, Shoot editing video, Content Creation TikTok Instagram",-7.2462836,112.7377674,NON-IPTEK
Admin Online,"PT. Sarana Surya Indonesia, Surabaya",Admin Online,Surabaya,"Mampu mengelola marketplace dan paham sosial media, Mampu membuat konten untuk sosial media, Menguasai Adobe PhotoshopCorel Draw nilai plus, Mampu berinteraksi yang baik dengan customer",-7.2462836,112.7377674,NON-IPTEK
Staff Digital Marketing,OPI REGENCY,Digital Marketing,Palembang,Photo And Video Editing,-2.9888243,104.7568507,NON-IPTEK
Digital Marketing,Berani Group,Digital Marketing,Sidoarjo,"Digital Marketing, Sosial Media, Ads Management, Ads Manager, Ads FB Ads dan IG Ads",-7.4539769,112.6593869,NON-IPTEK
Marketing,Berani Group,Marketing Communication,Sidoarjo,"marketing, Sales Marketing, Sales Marketing Strategy",-7.4539769,112.6593869,NON-IPTEK
Staff Marketing,PT Smile Lab Group Lamaison,Staff Marketing,Jakarta,"marketing, Sales Marketing, Komunikasi",-6.1754049,106.827168,NON-IPTEK
Content Creator,PT Nichieplast Prima Bahagia,Content Creator,Surabaya,Conten Creator,-7.2462836,112.7377674,NON-IPTEK
Staff Marketing,CV Bolekaka Binar Cemerlang,Staff Marketing,Jakarta,Komunikasi dengan baik,-6.1754049,106.827168,NON-IPTEK
Marketing,PT. Eka Nusa Global (ENG),Marketing Funding,Padang,"marketing, Branding, Communication",-0.9247587,100.3632561,NON-IPTEK
Staff Marketing,Lunix PT,Staff Marketing,Surabaya,"presentasi, Sales Marketing, Product CampaignMarketing",-7.2462836,112.7377674,NON-IPTEK
Affiliate & Partner Manager,PT Ezone Asia Indonesia,Pemasaran Digital,Jakarta,KOL Influencer Networking,-6.1754049,106.827168,NON-IPTEK
Content Creator,CV Mega Mitra Sentosa,Content Creator,Bandung,"Bisa aktif di sosial media dan mengerti dengan konten yang lagi trending - Bisa berkomunikasi dengan baik - Dapat mempromosikan atau review produk dengan baik - Kreatif membuat konten tiktok dan IG - Bisa live dan percaya diri untuk berbicara depan, Bersedia menghasilkan ide-ide kreatif dan membuat konten berbentuk poster ataupun video - Menguasai corel drawAdobe Ilustrator, Adobe premier, Canva, Editing video (misalnya dengan Adobe Premiere, CapCut, atau aplikasi sejenis), Kemampuan analisis data untuk mengukur performa konten dan engagement",-6.9218457,107.6070833,NON-IPTEK
Marketing Project,CV RAJAWALI PUTRA PRATAMAA,Project Marketing,Mojokerto,"marketing, Office MicroSoft Office MS.Word, MS.Excel, MS.PowerPoint,, Pemasaran media sosial, Pemasaran Digital, Pemasaran, negosiasi, Pemasaran dan Penjualan, B2B and B2C, Pemasaran Marketing",-7.5413377,112.5094975,NON-IPTEK
Marketing,CV RAJAWALI PUTRA PRATAMAA,Marketing Communication,Mojokerto,"marketing, Office MicroSoft Office MS.Word, MS.Excel, MS.PowerPoint,, Pemasaran Digital, Pemasaran, negosiasi, Pemasaran dan Penjualan, Pemasaran produk baik secara fisik maupun melalui digital marketing fb ads dan website bloging",-7.5413377,112.5094975,NON-IPTEK
Marketing Officer,PT. Packindo Seal,Marketing Officer,Jakarta,"Komunikasi dan interaksi, Â membangun komunikasi yang baik dengan lawan bicara.",-6.1754049,106.827168,NON-IPTEK
Social Media Specialis,ERLAZET CHARITY,Social Media Specialist,Jakarta,"Digital Marketing, Copywriting, Digital Marketing Instagram, TikTok, WhatsApp, dll.",-6.1754049,106.827168,NON-IPTEK
Marketing Staff,PT. SEMESTA MULTI SEKURINDO ( KEYGUARDS SECURITY ),Staff Marketing,Bandung,Komunikasi,-6.9218457,107.6070833,NON-IPTEK
Staff Marketing,CV. MITRA DUNIA PALLETINDO,Staff Marketing,Bogor,"Negoisasi, Pemasaran dan Penjualan, Komunikasi",-6.5963564,106.7973188,NON-IPTEK
Social Media Specialist,Rizz Cellular,Social Media Specialist,Medan,"Social Media Advertising, Social media digital marketing, Meta Ads",3.5894617,98.6741623,NON-IPTEK
SPG ( Sales Promotion Girl ),PT Integritas Cipta sentosa,SPG Event,Remote,SPG Event,,,NON-IPTEK
SPG ( Sales Promotion Girl ),PT. ADHITAMA MITRA NUSANTARA,SPG Event,Banjarmasin,"Public Speaking., Komunikasi yang bagus, Product Knowladge, Kemampuan menjual dan membujuk konsumen.",-3.3187496,114.5925828,NON-IPTEK
Penulis Artikel / Cerita,PT CENTRUM BAZAAR NUSANTARA,Content Writer,Remote,"Menulis artikel atau naskah berita, Riset dan analisis",,,NON-IPTEK
Marketing Manager,PT. INDOGC CERAMIC INTERNATIONAL,Manager Marketing,Jakarta,"Marketing development, Market Analisis, Market Planning.",-6.1754049,106.827168,NON-IPTEK
Social Media Manager,PT Digital Marketing Bali,Social Media Manager,Remote,"English, can be creative design",,,NON-IPTEK
Social Media Assistant/ Coordinator,PT Digital Marketing Bali,Social Media Specialist,Remote,"Social Media, Internet, Willingness and ability to work as an individual and as a part of team",,,NON-IPTEK
Digital Marketing Strategist,King Club,Digital Marketing,Tangerang,"Digital Marketing dan SEO Saya berpengalaman dalam strategi digital marketing, termasuk menggunakan Google Ads, Meta Ads, dan Google Analytics. Saya juga terampil dalam melakukan riset kata kunci, mengoptimalkan on-page dan off-page SEO, serta mening",-6.1644013,106.4679311,NON-IPTEK
Marketing Freight Forwarding,PT. Korin Buana Antarnusa,Marketing Executive,Surabaya,"marketing, English, Bahasa Bahasa Indonesia, Inggris, Mandarin, Mandarin Basic, Export Import - Freight forwarding - Good Communication Skills - Problem solver - Ms. Office - Teamwork and Interpersonal Skills",-7.2462836,112.7377674,NON-IPTEK
Marketing Consultant,MR Printing and Packaging,Marketing Consultan,Jakarta,"marketing, Problem Solving, Presentasi dan Komunikasi, Market Analisis, Negosiasi dan komunikasi",-6.1754049,106.827168,NON-IPTEK
Magang Digital Marketing,PT. Mongol Balindo Valas,Content Creator,Denpasar,"Kreatifitas, Content Writing Copywriting â Kemampuan menulis konten menarik untuk website, media sosial, atau iklan.",-8.6524973,115.2191175,NON-IPTEK
Digital Marketing (SEO Specialist ),PT. Mongol Balindo Valas,SEO Specialist,Remote,manajemen dan marketing yang baik,,,NON-IPTEK
Area Sales Promotion Supervisor,Kroopook Rasa Nusantara,Sales Area,Jakarta,Microsoft Office,-6.1754049,106.827168,NON-IPTEK
Staf Marketing,PT. Cahaya Bumi Usaha,Staff Marketing,Jakarta,"Microsoft Office, Digital Marketing",-6.1754049,106.827168,NON-IPTEK
Digital Marketing,PT HAICHUAN HEAVY INDUSTRY,Digital Marketing,Jakarta,"Adobe Photoshop, Illustration, Premiere, After Effect, Ms Office Word, Excel, PPT, Videography, Capcut",-6.1754049,106.827168,NON-IPTEK
Digital Marketing Specialist,PT.Collaboration Rahayu Bestari,Digital Marketing,Bogor,"Design Grafis, B -Jawab pertanyaan amp, bantu closing order selama live dan via chat marketplace -Setting dan monitor iklan di ShopeeTokopedia Ads -Follow up customer via telepon re",-6.5963564,106.7973188,NON-IPTEK
Staff Content Creator,Central Game Store,Content Creator,Banyumas,"Media Sosial, Media Sosial Experiences",-7.4550716,109.1167465,NON-IPTEK
Head Marketing,Yayasan Al-Bahjah Bogor,Head of Marketing,Bogor,"Communication Team Leadership, Market Analisis, Social Media Advertising, Leadership and Interpersonal Skills., brand campaign management, Bussines Development, Ads Management, Probem Solving",-6.5963564,106.7973188,NON-IPTEK
Digital Marketing Strategist,Metamorphosys,Digital Marketing,Tangerang,"Copy Writing, Content creation, Ads Facebook, Instagram, Google",-6.1761924,106.6382161,NON-IPTEK
Social Media Officer (Paid Internship),Metamorphosys,Social Media Specialist,Tangerang,"Copy Writing, Content creation",-6.1761924,106.6382161,NON-IPTEK
Content Creator,PT. Cisitu Indah Lestari,Content Creator,Bandung,"Adobe Premiere, Capcut, Content, Adobe Illustrator, Photshop, Indesign, Premiere Pro, CapCut, Branding activity, launching, exhibition",-6.9218457,107.6070833,NON-IPTEK
Admin Social Media,Mitra Visual Group,Admin Social Media,Surabaya,"Editing Video dan Gambar, content social media",-7.2462836,112.7377674,NON-IPTEK
Marketing,PT. Garam Nusantara Lestari,Marketing Executive,Cirebon,"marketing, Komunikasi",-6.7137044,108.5608483,NON-IPTEK
Marketing Supervisor,PT. Madusari Nusaperdana,Marketing Supervisor,Jakarta,"Communication, Negotiation, Budgeting & ROI Analysis, Trade Marketing Strategy",-6.1754049,106.827168,NON-IPTEK
Marketing Officer,PT Prima Auto Rental,Marketing Officer,Palembang,"marketing, Communication Skill, Target Oriented, Inisiatif yang baik",-2.9888243,104.7568507,NON-IPTEK
Marketing Executive,Asia Coach,Marketing Executive,Jakarta,"marketing, Sales Marketing, Sales Marketing Strategy, Sales, Penjualan dan pemasaran",-6.1754049,106.827168,NON-IPTEK
Marketing,PT. Sentra Prima Utama Expertindo,Staff Marketing,Surabaya,"marketing, Bisa berkomunikasi dengan baik, bisa menjual produk, bisa mencapai target penjulan",-7.2462836,112.7377674,NON-IPTEK
Sosial Media Marketing,Company Confidential,Social Media Marketing,Jakarta,"Canva, Capcut, Google analytic, Meta Ads Manager Facebook Instagram",-6.1754049,106.827168,NON-IPTEK
Sales Marketing,PT. Sanjaya Food,Sales Marketing,Tangerang Selatan,Memiliki Kemampuan Komunikasi dengan baik dan benar,-6.3227016,106.7085737,NON-IPTEK
Marketing,PT. Trijaya Sportech ( iReborn Fitness ),Marketing Communication,Bandung,"Public Speaking., Selling Marketing",-6.9218457,107.6070833,NON-IPTEK
Social Media Manager,HOLYBABY HEALTH,Social Media Manager,Jakarta,"content social media, Capcut",-6.1754049,106.827168,NON-IPTEK
Social Media Specialist,Vitacare,Social Media Specialist,Jakarta,"marketing, Social Media, Digital Marketing, Brand Activation, Social Media Managament",-6.1754049,106.827168,NON-IPTEK
Staf Marketing,HNN Tour & Travel,Staff Marketing,Surabaya,"Sales Marketing Strategy, Sales, Marketing and sales., Komunikasi dan negosiasi dengan baik.",-7.2462836,112.7377674,NON-IPTEK
Marketing,Yamas Motor,Staff Marketing,Tangerang Selatan,"marketing, Digital Marketing, Digital Marketing Admin Ecommerce",-6.3227016,106.7085737,NON-IPTEK
Marketing,El Berkat,Staff Marketing,Gresik,"Pemasaran, Komunikasi dan negosiasi dengan baik.",-7.1566,112.6555,NON-IPTEK
Marketing Assistant,PT IURIS INTERNATIONAL INDONESIA,Brand Marketing,Remote,"Marketing development, Communicating",,,NON-IPTEK
Content Producer,PT ANS INTERNATIONAL MEDIA INDONESIA,Content Producer,Jakarta,Conten Creator,-6.1754049,106.827168,NON-IPTEK
Content Creator,PT. Oranye Kafah Tahta Abadi,Content Creator,Tangerang Selatan,"Kemampuan mengubah ide kompleks menjadi konten yang mudah dipahami oleh audiens., Kreatif dalam melakukan Edit Photo amp, Canva Photoshop 2. Software Editing. Premiere After Effect, Capcut, Filmora, 3. Adobe illustrator atau Vector 4. Paham Software 3d.",-6.3227016,106.7085737,NON-IPTEK
Social Media Officer,PT Aditya Mandiri Sejahtera,Social Media Specialist,Depok,"Social Media, Social media facebook, instagram, Digital Marketing, Social Media Corporate, Social Media facebook, twitter, tumblr, instagram, line, whatsapp dan Internet, Marketing development, Social Media Advertising",-6.40719,106.8158371,NON-IPTEK
Affiliate Specialist,MedioHome,KOL Specialist,Jakarta,"Affiliate, Affiliate Marketing SocMed",-6.1754049,106.827168,NON-IPTEK
